Country/RegionProvince/State,Thailand,Japan,Singapore,Nepal,Malaysia,CanadaBritish Columbia,AustraliaNew South Wales,AustraliaVictoria,AustraliaQueensland,Cambodia,Sri Lanka,Germany,Finland,United Arab Emirates,Philippines,India,Italy,Sweden,Spain,AustraliaSouth Australia,Belgium,Egypt,AustraliaFrom Diamond Princess,Lebanon,Iraq,Oman,Afghanistan,Bahrain,Kuwait,Algeria,Croatia,Switzerland,Austria,Israel,Pakistan,Brazil,Georgia,Greece,North Macedonia,Norway,Romania,Estonia,Netherlands,San Marino,Belarus,Iceland,Lithuania,Mexico,New Zealand,Nigeria,AustraliaWestern Australia,Ireland,Luxembourg,Monaco,Qatar,Ecuador,Azerbaijan,Armenia,Dominican Republic,Indonesia,Portugal,Andorra,AustraliaTasmania,Latvia,Morocco,Saudi Arabia,Senegal,Argentina,Chile,Jordan,Ukraine,Hungary,AustraliaNorthern Territory,Liechtenstein,Poland,Tunisia,Bosnia and Herzegovina,Slovenia,South Africa,Bhutan,Cameroon,Colombia,Costa Rica,Peru,Serbia,Slovakia,Togo,French Guiana,Malta,Martinique,Bulgaria,Maldives,Bangladesh,Paraguay,CanadaOntario,CanadaAlberta,CanadaQuebec,Albania,Cyprus,Brunei,USWashington,USNew York,USCalifornia,USMassachusetts,USDiamond Princess,USGrand Princess,USGeorgia,USColorado,USFlorida,USNew Jersey,USOregon,USTexas,USIllinois,USPennsylvania,USIowa,USMaryland,USNorth Carolina,USSouth Carolina,USTennessee,USVirginia,USArizona,USIndiana,USKentucky,USDistrict of Columbia,USNevada,USNew Hampshire,USMinnesota,USNebraska,USOhio,USRhode Island,USWisconsin,USConnecticut,USHawaii,USOklahoma,USUtah,Burkina Faso,Holy See,Mongolia,Panama,USKansas,USLouisiana,USMissouri,USVermont,USAlaska,USArkansas,USDelaware,USIdaho,USMaine,USMichigan,USMississippi,USMontana,USNew Mexico,USNorth Dakota,USSouth Dakota,USWest Virginia,USWyoming,ChinaHubei,Iran,"Korea, South",FranceFrance,ChinaGuangdong,ChinaHenan,ChinaZhejiang,ChinaHunan,ChinaAnhui,ChinaJiangxi,ChinaShandong,Cruise ShipDiamond Princess,ChinaJiangsu,ChinaChongqing,ChinaSichuan,ChinaHeilongjiang,United KingdomUK,DenmarkDenmark,ChinaBeijing,ChinaShanghai,ChinaHebei,ChinaFujian,ChinaGuangxi,ChinaShaanxi,ChinaYunnan,ChinaHainan,ChinaGuizhou,ChinaTianjin,ChinaShanxi,ChinaGansu,ChinaHong Kong,ChinaLiaoning,ChinaJilin,Czechia,ChinaXinjiang,ChinaInner Mongolia,ChinaNingxia,Taiwan*,Vietnam,Russia,ChinaQinghai,ChinaMacau,Moldova,Bolivia,DenmarkFaroe Islands,FranceSt Martin,Honduras,United KingdomChannel Islands,CanadaNew Brunswick,ChinaTibet,Congo (Kinshasa),Cote d'Ivoire,FranceSaint Barthelemy,Jamaica,Reunion,Turkey,United KingdomGibraltar,"USKitsap, WA","USSolano, CA","USSanta Cruz, CA","USNapa, CA","USVentura, CA","USWorcester, MA","USGwinnett, GA","USDeKalb, GA","USFloyd, GA","USFayette, GA","USGregg, TX","USMonmouth, NJ","USBurlington, NJ","USCamden, NJ","USPassaic, NJ","USUnion, NJ","USEagle, CO","USLarimer, CO","USArapahoe, CO","USGunnison, CO","USKane, IL","USMonroe, PA","USPhiladelphia, PA","USNorfolk, VA","USArlington, VA","USSpotsylvania, VA","USLoudoun, VA","USPrince George's, MD","USPottawattamie, IA","USCamden, NC","USPima, AZ","USNoble, IN","USAdams, IN","USBoone, IN","USDane, WI","USPierce, WI","USCuyahoga, OH","USWeber, UT","USBennington County, VT","USCarver County, MN","USCharlotte County, FL","USCherokee County, GA","USCollin County, TX","USJefferson County, KY","USJefferson Parish, LA","USShasta County, CA","USSpartanburg County, SC","USHarrison County, KY","USJohnson County, IA","USBerkshire County, MA","USDavidson County, TN","USDouglas County, OR","USFresno County, CA","USHarford County, MD","USHendricks County, IN","USHudson County, NJ","USJohnson County, KS","USKittitas County, WA","USManatee County, FL","USMarion County, OR","USOkaloosa County, FL","USPolk County, GA","USRiverside County, CA","USShelby County, TN","USSt. Louis County, MO","USSuffolk County, NY","USUlster County, NY","USVolusia County, FL","USFairfax County, VA","USRockingham County, NH","USWashington, D.C.","USMontgomery County, PA","USAlameda County, CA","USBroward County, FL","USLee County, FL","USPinal County, AZ","USRockland County, NY","USSaratoga County, NY","USCharleston County, SC","USClark County, WA","USCobb County, GA","USDavis County, UT","USEl Paso County, CO","USHonolulu County, HI","USJackson County, OR ","USJefferson County, WA","USKershaw County, SC","USKlamath County, OR","USMadera County, CA","USPierce County, WA","USTulsa County, OK","USDouglas County, CO","USProvidence County, RI","USChatham County, NC","USDelaware County, PA","USDouglas County, NE","USFayette County, KY","USMarion County, IN","USMiddlesex County, MA","USNassau County, NY","USRamsey County, MN","USWashoe County, NV","USWayne County, PA","USYolo County, CA","USSanta Clara County, CA","USClark County, NV","USFort Bend County, TX","USGrant County, WA","USSanta Rosa County, FL","USWilliamson County, TN","USNew York County, NY","USMontgomery County, MD","USSuffolk County, MA","USDenver County, CO","USSummit County, CO","USBergen County, NJ","USHarris County, TX","USSan Francisco County, CA","USContra Costa County, CA","USOrange County, CA","USNorfolk County, MA","USMaricopa County, AZ","USWake County, NC","USWestchester County, NY","USGrafton County, NH","USHillsborough, FL","USPlacer County, CA","USSan Mateo, CA","USSonoma County, CA","USUmatilla, OR","USFulton County, GA","USWashington County, OR","USSnohomish County, WA","USHumboldt County, CA","USSacramento County, CA","USSan Diego County, CA","USSan Benito, CA","USLos Angeles, CA","USKing County, WA","USCook County, IL","USSkagit, WA","USThurston, WA","USIsland, WA","USWhatcom, WA","USMarin, CA","USCalaveras, CA","USStanislaus, CA","USSan Joaquin, CA","USEssex, MA","USCharlton, GA","USCollier, FL","USPinellas, FL","USAlachua, FL","USNassau, FL","USPasco, FL","USDallas, TX","USTarrant, TX","USMontgomery, TX","USMiddlesex, NJ","USJefferson, CO","USMultnomah, OR","USPolk, OR","USDeschutes, OR","USMcHenry, IL","USLake, IL","USBucks, PA","USHanover, VA","USLancaster, SC","USSullivan, TN","USJohnson, IN","USHoward, IN","USSt. Joseph, IN","USKnox, NE","USStark, OH","USAnoka, MN","USOlmsted, MN","USSummit, UT","USFairfield, CT","USLitchfield, CT","USOrleans, LA","USPennington, SD","USBeadle, SD","USCharles Mix, SD","USDavison, SD","USMinnehaha, SD","USBon Homme, SD","USSocorro, NM","USBernalillo, NM","USOakland, MI","USWayne, MI","USNew Castle, DE",Cuba,Guyana
2002/12/20,33,28,50,1,18,4,4,4,5,1,1,16,1,8,3,3,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33366,0,28,11,1219,1135,1131,946,889,844,497,175,543,518,436,378,9,0,352,311,251,272,222,225,154,157,133,112,126,87,50,116,83,0,59,60,58,18,15,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/20,33,28,58,1,19,4,4,4,5,1,1,16,1,8,3,3,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48206,0,28,11,1241,1169,1145,968,910,872,509,175,570,529,451,395,9,0,366,315,265,279,222,229,156,157,135,119,126,90,53,117,84,0,63,61,64,18,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/20,33,29,67,1,19,4,4,4,5,1,1,16,1,8,3,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54406,0,28,11,1261,1184,1155,988,934,900,523,218,593,537,463,419,9,0,372,318,283,281,226,230,162,159,140,120,127,90,56,119,86,0,65,65,67,18,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/20,33,43,72,1,22,4,4,4,5,1,1,16,1,8,3,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56249,0,28,12,1294,1212,1162,1001,950,913,532,285,604,544,470,425,9,0,375,326,291,285,235,232,168,162,143,122,128,90,56,119,88,0,70,68,70,18,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/20,34,59,75,1,22,4,4,4,5,1,1,16,1,9,3,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58182,0,29,12,1316,1231,1167,1004,962,925,537,355,617,551,481,445,9,0,380,328,300,287,237,236,171,162,144,124,129,90,57,121,89,0,71,70,70,20,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/20,35,66,77,1,22,5,4,4,5,1,1,16,1,9,3,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59989,0,30,12,1322,1246,1171,1006,973,930,541,454,626,553,495,457,9,0,381,333,301,290,238,240,171,163,146,125,130,91,60,121,89,0,75,72,70,22,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/20,35,74,81,1,22,5,4,4,5,1,1,16,1,9,3,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61682,0,31,12,1328,1257,1172,1007,982,933,543,542,629,555,508,464,9,0,387,333,306,292,242,240,172,163,146,128,131,91,62,121,89,0,76,73,70,22,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/20,35,84,84,1,22,5,4,4,5,1,1,16,1,9,3,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62031,2,31,12,1331,1262,1174,1008,986,934,544,621,631,560,514,470,9,0,393,333,306,293,244,242,172,168,146,130,131,91,63,121,90,0,76,75,71,23,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/20,35,94,84,1,22,5,4,4,5,1,1,16,1,9,3,3,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62442,5,104,12,1332,1265,1175,1010,987,934,546,634,631,567,520,476,9,0,395,334,307,293,245,245,174,168,146,131,132,91,68,121,91,0,76,75,71,24,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/20,35,105,85,1,22,6,4,4,5,1,1,16,1,9,3,3,20,1,2,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62662,18,204,12,1333,1267,1203,1011,988,934,749,634,631,572,525,479,9,0,396,334,308,293,246,245,174,168,146,132,132,91,68,121,91,0,76,75,71,26,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/20,35,122,85,1,22,6,4,4,5,1,1,16,1,13,3,3,62,1,2,2,1,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64084,28,433,12,1339,1270,1205,1013,989,934,750,634,631,573,526,479,9,0,399,335,309,293,249,245,174,168,146,135,132,91,69,121,91,0,76,75,71,26,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/20,35,147,89,1,22,6,4,4,5,1,1,16,1,13,3,3,155,1,2,2,1,1,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64084,43,602,12,1342,1271,1205,1016,989,934,754,691,631,575,526,480,9,0,399,335,311,293,249,245,174,168,146,135,132,91,74,121,91,0,76,75,71,28,16,2,18,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
