Country.Region,PSCR,Province.State,Date,Lat,Long,confirmed,recovered,deaths,population,Region,imputed,recovered_imputed,active,active_imputed,new_confirmed,new_active_rate,net_active,net_active_imputed,new_recovered,new_recovered_imputed,new_deaths,confirmed_p_M,active_p_M,active_imputed_p_M,recovered_p_M,recovered_imputed_p_M,deaths_p_M,new_confirmed_p_M,net_active_p_M,new_recovered_p_M,net_active_imputed_p_M,new_recovered_imputed_p_M,new_deaths_p_M,recovered_per_confirmed,recovered_imputed_per_confirmed,deaths_per_confirmed,recovered_per_deaths,recovered_imputed_per_deaths,doublingDays,confirmed_sim,recovered_sim,active_sim,deaths_sim,day_1,day_20,day_100,day_400,day_1000,day_2000,day_5000,day_10000,day_50000,day_1e+05,day_5e+05,day_1e+06
Europe,Europe,Europe,2020-05-06,47.9447333877551,17.43403830612245,1495876,564094,146649,764065937,Europe,FALSE,564094,785133,785133,25370.200000000004,3.23,7339.4000000000015,7339.4000000000015,16046.800000000003,16046.800000000003,1984.0000000000002,1957.7839130917832,1027.572310163069,1027.572310163069,738.2792147688689,738.2792147688689,191.93238815984543,33.204202375010475,9.605715481594624,21.001852357148078,9.605715481594624,21.001852357148078,2.596634536267778,0.3770994387235306,0.3770994387235306,0.09803553235696007,3.8465587900360725,3.8465587900360725,2.233,764040125,2053818,723802515,38183792,104,96,75,71,69,67,63,60,53,49,35,20
Europe,Europe,Europe,2020-05-07,47.9447333877551,17.43403830612245,1522789,579322,148481,764065937,Europe,FALSE,579322,794986,794986,25569.000000000004,3.22,6864.200000000001,6864.200000000001,16778.600000000002,16778.600000000002,1926.2000000000003,1993.0073129277584,1040.4677940773063,1040.4677940773063,758.2094318647789,758.2094318647789,194.33008698567332,33.46438934366473,8.983779628956292,21.959623099910555,8.983779628956292,21.959623099910555,2.52098661479788,0.3804348468500889,0.3804348468500889,0.09750595781818755,3.901657451121692,3.901657451121692,2.233,764049501,2791265,723067374,38190862,105,97,76,72,70,68,64,61,54,50,36,21
Europe,Europe,Europe,2020-05-08,47.9447333877551,17.43403830612245,1548711,592246,150535,764065937,Europe,FALSE,592246,805930,805930,25265.000000000004,3.13,7320.000000000001,7320.000000000001,16215.800000000003,16215.800000000003,1729.2000000000003,2026.9337042831685,1054.7911652289768,1054.7911652289768,775.1242024024426,775.1242024024426,197.01833665174894,33.06651792278499,9.580325002762164,21.223037456255565,9.580325002762164,21.223037456255565,2.263155463767259,0.38241221247863544,0.38241221247863544,0.0972001877690544,3.934274421230943,3.934274421230943,2.233,764055525,3793703,722066418,38195404,106,98,77,73,71,69,65,62,55,51,37,22
Europe,Europe,Europe,2020-05-09,47.9447333877551,17.43403830612245,1571503,609419,151792,764065937,Europe,FALSE,609419,810292,810292,24335.800000000003,3,9439.8,9439.8,13434.6,13434.6,1461.4,2056.7635905485995,1060.5000966035736,1060.5000966035736,797.6000113194419,797.6000113194419,198.66348262558392,31.85039251396441,12.354692890857141,17.58303747023341,12.354692890857141,17.58303747023341,1.9126621528738559,0.38779372358818276,0.38779372358818276,0.09659033422144278,4.014829503531148,4.014829503531148,2.233,764059214,5158219,720702715,38198280,107,99,78,74,72,70,66,63,56,52,38,23
Europe,Europe,Europe,2020-05-10,47.9447333877551,17.43403830612245,1593265,619492,152768,764065937,Europe,FALSE,619492,821005,821005,23390.000000000004,2.85,8684.2,8684.2,13243.400000000001,13243.400000000001,1462.4,2085.245425618287,1074.5211378268784,1074.5211378268784,810.7834284987894,810.7834284987894,199.94085929261888,30.612541231503695,11.365773003959998,17.332797287101155,11.365773003959998,17.332797287101155,1.9139709404425393,0.38881918576005875,0.38881918576005875,0.09588361007114322,4.055116254713029,4.055116254713029,2.233,764061669,7008120,718853455,38200094,108,100,79,75,73,71,67,64,57,53,39,24
Europe,Europe,Europe,2020-05-11,47.9447333877551,17.43403830612245,1617555,631267,153956,764065937,Europe,FALSE,631267,832332,832332,22172.000000000004,2.66,6519.4,6519.4,14278.6,14278.6,1374.0000000000002,2117.0358756616056,1089.345774617355,1089.345774617355,826.1944021200359,826.1944021200359,201.4956989242147,29.018437972847366,8.53250967527427,18.687654178202163,8.53250967527427,18.687654178202163,1.798274119370931,0.3902599911594969,0.3902599911594969,0.0951782165057757,4.100307880173556,4.100307880173556,2.233,764063283,9513580,716348434,38201269,109,101,80,76,74,72,68,65,58,54,40,25
Europe,Europe,Europe,2020-05-12,47.9447333877551,17.43403830612245,1639739,645539,155793,764065937,Europe,FALSE,645539,838407,838407,21890.2,2.61,6153.4,6153.4,14284,14284,1452.8000000000004,2146.0700190852767,1097.2966590971062,1097.2966590971062,844.8734183002847,844.8734183002847,203.89994168788604,28.649621635992393,8.05349342513616,18.69472163107305,8.05349342513616,18.69472163107305,1.9014065797831798,0.3936839948308847,0.3936839948308847,0.0950108523368658,4.143568709762313,4.143568709762313,2.233,764064220,12905023,712957191,38202006,110,102,81,77,75,73,69,66,59,55,41,26
Europe,Europe,Europe,2020-05-13,47.9447333877551,17.43403830612245,1659571,663639,157405,764065937,Europe,FALSE,663639,838527,838527,21871.8,2.61,4707.6,4707.6,15635.199999999999,15635.199999999999,1529.0000000000005,2172.0258941474053,1097.4537136053482,1097.4537136053482,868.5624732934534,868.5624732934534,206.0097072486036,28.62553994472862,6.161248358333765,20.463155393878,6.161248358333765,20.463155393878,2.0011361925168516,0.39988587412048054,0.39988587412048054,0.09484680076959648,4.216124011308408,4.216124011308408,2.233,764064821,17487207,708375139,38202475,111,103,82,78,76,74,70,67,60,56,42,27
Europe,Europe,Europe,2020-05-14,47.9447333877551,17.43403830612245,1680954,680839,159056,764065937,Europe,FALSE,680839,841059,841059,20815.8,2.47,3259,3259,16043.4,16043.4,1513.4000000000003,2200.0116987285614,1100.7675637292543,1100.7675637292543,891.0736194748072,891.0736194748072,208.17051552449982,27.243460272198995,4.265338686339056,20.99740247941455,4.265338686339056,20.99740247941455,1.9807191064453908,0.40503130960157147,0.40503130960157147,0.09462245843729215,4.280498692284478,4.280498692284478,2.233,764065239,23647420,702215043,38202776,112,104,83,79,77,75,71,68,61,57,43,28
Europe,Europe,Europe,2020-05-15,47.9447333877551,17.43403830612245,1702624,697668,160413,764065937,Europe,FALSE,697668,844543,844543,20097.2,2.38,3138.4000000000005,3138.4000000000005,15575.6,15575.6,1383.2000000000003,2228.3731253419296,1105.3273796185472,1105.3273796185472,913.0992054681794,913.0992054681794,209.94654025520313,26.302965525343136,4.107498905555844,20.385151654784476,4.107498905555844,20.385151654784476,1.8103149650028179,0.4097604638487417,0.4097604638487417,0.09421516435807319,4.349198631033644,4.349198631033644,2.233,764065492,31910221,693952310,38202961,113,105,84,80,78,76,72,69,62,58,44,29
Europe,Europe,Europe,2020-05-16,47.9447333877551,17.43403830612245,1721634,711484,161523,764065937,Europe,FALSE,711484,848627,848627,19564.6,2.31,3431.6000000000004,3431.6000000000004,14905,14905,1228.0000000000002,2253.2531770226005,1110.6724680490502,1110.6724680490502,931.1814145171086,931.1814145171086,211.39929445644165,25.60590526626238,4.491235420693804,19.507478711225417,4.491235420693804,19.507478711225417,1.607191134343161,0.4132608905260932,0.4132608905260932,0.0938195923175309,4.404846368628617,4.404846368628617,2.233,764065636,42925827,682936726,38203083,114,106,85,81,79,77,73,70,63,59,45,30
Europe,Europe,Europe,2020-05-17,47.9447333877551,17.43403830612245,1740225,723417,162709,764065937,Europe,FALSE,723417,854099,854099,19047.4,2.23,4075.6000000000004,4075.6000000000004,13880.800000000003,13880.800000000003,1091,2277.5848467119927,1117.8341536248854,1117.8341536248854,946.7991765742071,946.7991765742071,212.95151651290013,24.92900033573935,5.334094614925885,18.167018483379927,5.334094614925885,18.167018483379927,1.427887237433541,0.41570314183510754,0.41570314183510754,0.09349882917438837,4.44607858200837,4.44607858200837,2.233,764065736,57520267,668342305,38203164,115,107,86,82,80,78,74,71,64,60,46,31
Europe,Europe,Europe,2020-05-18,47.9447333877551,17.43403830612245,1757394,738164,163545,764065937,Europe,FALSE,738164,855685,855685,17761.2,2.08,2424.4,2424.4,14274.800000000001,14274.800000000001,1062,2300.055420478717,1119.909890708817,1119.909890708817,966.0998668495805,966.0998668495805,214.04566292031942,23.245637764898817,3.1730245815159273,18.682680785441168,3.1730245815159273,18.682680785441168,1.3899323979417237,0.42003329930567646,0.42003329930567646,0.09306108931747804,4.51352227215751,4.51352227215751,2.233,764065807,76647006,649215590,38203211,116,108,87,83,81,79,75,72,65,61,47,32
Europe,Europe,Europe,2020-05-19,47.9447333877551,17.43403830612245,1776191,750243,164511,764065937,Europe,FALSE,750243,861437,861437,17571.600000000002,2.04,2121.2000000000003,2121.2000000000003,14404.2,14404.2,1046.2,2324.656700407258,1127.438036803884,1127.438036803884,981.9087118917068,981.9087118917068,215.30995171166754,22.997491641876458,2.776200190691134,18.85203789682879,2.776200190691134,18.85203789682879,1.3692535543565267,0.4223886958103042,0.4223886958103042,0.09262010673401679,4.560442766745081,4.560442766745081,2.233,764065844,101415469,624447134,38203241,117,109,88,84,82,80,76,73,66,62,48,33
Europe,Europe,Europe,2020-05-20,47.9447333877551,17.43403830612245,1791430,769042,165723,764065937,Europe,FALSE,769042,856665,856665,17897.8,2.09,198.79999999999995,198.79999999999995,16569.600000000002,16569.600000000002,1129.4,2344.601314166424,1121.1925025261269,1121.1925025261269,1006.5126093953852,1006.5126093953852,216.89620224491176,23.424418146780962,0.260186968654251,21.686086498055733,0.260186968654251,21.686086498055733,1.4781446800709819,0.4292894503273921,0.4292894503273921,0.09250877790368588,4.640526661960018,4.640526661960018,2.233,764065876,132943974,592918640,38203262,118,110,89,85,83,81,77,74,67,63,49,34
Europe,Europe,Europe,2020-05-21,47.9447333877551,17.43403830612245,1809492,783505,166754,764065937,Europe,FALSE,783505,859233,859233,18130.4,2.11,563.6,563.6,16428.4,16428.4,1138.4,2368.2406352319827,1124.5534690025058,1124.5534690025058,1025.4416040012525,1025.4416040012525,218.2455622282243,23.728842135256713,0.7376326737099392,21.501285693357644,0.7376326737099392,21.501285693357644,1.4899237681891322,0.43299721689844445,0.43299721689844445,0.09215514630625612,4.6985679503939934,4.6985679503939934,2.233,764065889,172182358,553680256,38203275,119,111,90,86,84,82,78,75,68,64,50,35
Europe,Europe,Europe,2020-05-22,47.9447333877551,17.43403830612245,1829714,806265,168356,764065937,Europe,FALSE,806265,855093,855093,17599.6,2.06,-1449.4,-1449.4,17986.2,17986.2,1062.8000000000002,2394.7069374458974,1119.1350884681567,1119.1350884681567,1055.2296090644857,1055.2296090644857,220.342239913255,23.034137693799586,-1.8969567020496556,23.54011496785257,-1.8969567020496556,23.54011496785257,1.3909794279966707,0.4406508339554706,0.4406508339554706,0.09201219425549567,4.789048207370096,4.789048207370096,2.233,764065909,219646099,506216528,38203282,120,112,91,87,85,83,79,76,69,65,51,36
Europe,Europe,Europe,2020-05-23,47.9447333877551,17.43403830612245,1848046,820306,169237,764065937,Europe,FALSE,820306,858503,858503,17511.2,2.04,591,591,16365.600000000002,16365.600000000002,554.6000000000001,2418.6996311550006,1123.598054077367,1123.598054077367,1073.6062953163687,1073.6062953163687,221.49528176126506,22.918440872727977,0.7734934530918632,21.41909383404433,0.7734934530918632,21.41909383404433,0.7258535855917893,0.44387747924023535,0.44387747924023535,0.09157618370971285,4.847084266442917,4.847084266442917,2.233,764065916,275020667,450841962,38203287,121,113,92,88,86,84,80,77,70,66,52,37
Europe,Europe,Europe,2020-05-24,47.9447333877551,17.43403830612245,1864189,840174,169825,764065937,Europe,FALSE,840174,854190,854190,17572.8,2.06,-387.20000000000005,-387.20000000000005,17399.2,17399.2,560.8000000000001,2439.827388876256,1117.9532532936355,1117.9532532936355,1099.6092867309696,1099.6092867309696,222.26484885165087,22.999062186958874,-0.5067625465941954,22.771856665035443,-0.5067625465941954,22.771856665035443,0.733968068517626,0.45069142667401213,0.45069142667401213,0.09109859568960015,4.947292801413219,4.947292801413219,2.233,764065918,336799083,389063545,38203290,122,114,93,89,87,85,81,78,71,67,53,38
Europe,Europe,Europe,2020-05-25,47.9447333877551,17.43403830612245,1878986,850870,168496,764065937,Europe,FALSE,850870,859620,859620,16672.4,1.94,-380.5999999999999,-380.5999999999999,16600.800000000003,16600.800000000003,452.20000000000005,2459.1935185300636,1125.0599697915861,1125.0599697915861,1113.6080785656068,1113.6080785656068,220.52547017287068,21.82062986011638,-0.498124548640885,21.726920670198655,-0.498124548640885,21.726920670198655,0.5918337385586135,0.45283466720880305,0.45283466720880305,0.08967389858146894,5.049793466907226,5.049793466907226,2.233,764065920,402101214,323761414,38203292,123,115,94,90,88,86,82,79,72,68,54,39
Europe,Europe,Europe,2020-05-26,47.9447333877551,17.43403830612245,1897356,870501,169558,764065937,Europe,FALSE,870501,857297,857297,17209.8,2.01,-537.2000000000002,-537.2000000000002,17279.200000000004,17279.200000000004,467.8,2483.235946166777,1122.0196562695348,1122.0196562695348,1139.3008873264298,1139.3008873264298,221.91540257081243,22.523972299526815,-0.7030806818966988,22.614802156793445,-0.7030806818966988,22.614802156793445,0.6122508246300737,0.45879687312238715,0.45879687312238715,0.08936541165706383,5.133942367803347,5.133942367803347,2.233,764065921,467021344,258841283,38203294,124,116,95,91,89,87,83,80,73,69,55,40
Europe,Europe,Europe,2020-05-27,47.9447333877551,17.43403830612245,1913076,889269,170617,764065937,Europe,FALSE,889269,853190,853190,17535.800000000003,2.06,755.9999999999999,755.9999999999999,16233.200000000003,16233.200000000003,546.5999999999999,2503.810086746479,1116.6444657249522,1116.6444657249522,1163.864212415479,1163.864212415479,223.30140860604808,22.950637046917592,0.9894434019246168,21.245810359950653,0.9894434019246168,21.245810359950653,0.7153832850423221,0.4648372568575425,0.4648372568575425,0.0891846429519789,5.21207734282047,5.21207734282047,2.233,764065924,527330244,198532386,38203294,125,117,96,92,90,88,84,81,74,70,56,41
Europe,Europe,Europe,2020-05-28,47.9447333877551,17.43403830612245,1934095,906702,171576,764065937,Europe,FALSE,906702,855817,855817,18146.4,2.12,41.599999999999795,41.599999999999795,17136.600000000002,17136.600000000002,968.1999999999999,2531.319492652635,1120.0826506678834,1120.0826506678834,1186.6803061003359,1186.6803061003359,224.55653588441544,23.749782736355645,0.054445562857227334,22.428169049499196,0.054445562857227334,22.428169049499196,1.2671681239992247,0.46879910242258005,0.46879910242258005,0.08871125772001892,5.284550286753392,5.284550286753392,2.233,764065924,579606429,146256200,38203295,126,118,97,93,91,89,85,82,75,71,57,42
Europe,Europe,Europe,2020-05-29,47.9447333877551,17.43403830612245,1951868,921340,172558,764065937,Europe,FALSE,921340,857970,857970,17718.8,2.07,1834,-2524.6000000000004,15037.6,19396.200000000004,847.2,2554.580574110844,1122.9004703032585,1122.9004703032585,1205.838338530723,1205.838338530723,225.84176527686247,23.190145171986643,2.4003164009652744,19.68102394283283,-3.3041650958980004,25.385505439696107,1.108804828188539,0.47202987087241555,0.47202987087241555,0.08840659306879359,5.3393062042907316,5.3393062042907316,2.233,764065924,621955149,103907479,38203296,127,119,98,94,92,90,86,83,76,72,58,43
Europe,Europe,Europe,2020-05-30,47.9447333877551,17.43403830612245,1969718,936553,173337,764065937,Europe,FALSE,936553,859828,859828,17476.2,2.03,4073.0000000000005,-3519.2,12579.800000000001,20172,823.4000000000001,2577.942432211842,1125.3321976058724,1125.3321976058724,1225.7489238131027,1225.7489238131027,226.86131079286682,22.87263330782406,5.330691767247308,16.46428585652288,-4.605885211710465,26.400862835480652,1.0776556840538751,0.47547567722892314,0.47547567722892314,0.08800092195938708,5.4030760887750455,5.4030760887750455,2.233,764065924,654251511,71611117,38203296,128,120,99,95,93,91,87,84,77,73,59,44
Europe,Europe,Europe,2020-05-31,47.9447333877551,17.43403830612245,1985950,945689,173794,764065937,Europe,FALSE,967482,866467,844674,16183.6,1.92,4011,-6275.199999999999,11365.6,21651.800000000003,806.9999999999999,2599.1866720267103,1134.0212382743612,1105.4988307900448,1237.706007040594,1266.2284145249102,227.4594267117551,21.180894496543953,5.2495469379889395,14.875155990627547,-8.212903751001793,28.337606679618286,1.0561915679274678,0.4761897328734359,0.48716332233943455,0.08751177018555352,5.441436413224852,5.566831996501605,2.233,764065924,677685174,48177454,38203296,129,121,100,96,94,92,88,85,78,74,60,45
Europe,Europe,Europe,2020-06-01,47.9447333877551,17.43403830612245,2000457,952168,174734,764065937,Europe,FALSE,990129,873555,835594,16915,2.02,4715.200000000001,-6972.4,11405.2,23092.800000000003,794.5999999999999,2618.1732532855995,1143.2979245611887,1093.6150396664,1246.1856416980934,1295.8685265928823,228.68968702631747,22.13814172427896,6.17119514385576,14.926983978347408,-9.125390443887829,30.223569566091,1.0399626020757942,0.4759752396577382,0.4949514036042764,0.08734704120108555,5.449242849130679,5.666493069465588,2.233,764065924,694022084,31840544,38203296,130,122,101,97,95,93,89,86,79,75,61,46
Europe,Europe,Europe,2020-06-02,47.9447333877551,17.43403830612245,2015013,963530,175611,764065937,Europe,FALSE,1014961,875872,824441,14556,1.77,2317,-11153,11362,24832,877,2637.2239651353543,1146.3303853578282,1079.0181319128744,1261.0560860534738,1328.3683394984273,229.83749372405276,19.050711849754926,3.032460796639335,14.870444355380288,-14.596907753525466,32.499812905545085,1.147806697735303,0.47817557504591784,0.5036994798544724,0.0871512987757399,5.486729191223785,5.7795980889579806,2.233,764065924,705080382,20782246,38203296,131,123,102,98,96,94,90,87,80,76,62,47
Europe,Europe,Europe,2020-06-03,47.9447333877551,17.43403830612245,2036443,978366,176531,764065937,Europe,FALSE,1036804,881546,823108,21430,2.6,5674,-1333,14836,21843,920,2665.271282732239,1153.7564460225374,1077.2735180838195,1280.47325842246,1356.956186361178,231.04157828724146,28.047317596884312,7.42606066470936,19.417172368986265,-1.7446138290549131,28.58784686275054,1.2040845631886872,0.4804288654285929,0.5091249791916592,0.08668595192696285,5.542176728166725,5.873212070401233,2.233,764065924,712417705,13444923,38203296,132,124,103,99,97,95,91,88,81,77,63,48
North America,North America,North America,2020-04-27,16.610405545454544,-74.5783499090909,1020490,123213,58294,541348571,North America,FALSE,123213,838983,838983,28428,3.39,20103.4,20103.4,6312.000000000001,6312.000000000001,2012.6000000000001,1885.088563390703,1549.801818909761,1549.801818909761,227.60381499187517,227.60381499187517,107.68292948906667,52.51330015979667,37.135777347420024,11.659770318300149,37.135777347420024,11.659770318300149,3.717752494076502,0.12073905672765044,0.12073905672765044,0.057123538692196885,2.1136480598346314,2.1136480598346314,2.439,348368716,5004,342609331,5754381,97,64,57,52,48,46,42,40,35,32,18,1
North America,North America,North America,2020-04-28,16.610405545454544,-74.5783499090909,1046341,130320,60574,541348571,North America,FALSE,130320,855447,855447,27882.600000000002,3.26,14097.600000000002,14097.600000000002,11808.400000000001,11808.400000000001,1976.6000000000004,1932.8415295659845,1580.2147559377229,1580.2147559377229,240.73214003182434,240.73214003182434,111.89463359643744,51.50581620358614,26.0416315017852,21.812932798893453,26.0416315017852,21.812932798893453,3.65125190290749,0.12454830690950655,0.12454830690950655,0.057891261070721685,2.1514181001749924,2.1514181001749924,2.439,388938601,6653,381700389,7231559,98,65,58,53,49,47,43,41,36,33,19,2
North America,North America,North America,2020-04-29,16.610405545454544,-74.5783499090909,1075477,135329,63372,541348571,North America,FALSE,135329,876776,876776,29316.4,3.34,14702.800000000001,14702.800000000001,12458,12458,2155.6,1986.6626746854386,1619.6145089667189,1619.6145089667189,249.98495839753497,249.98495839753497,117.06320732118456,54.154386970756406,27.15958032888204,23.012899021765406,27.15958032888204,23.012899021765406,3.981907620108967,0.125831607742425,0.125831607742425,0.05892455161756133,2.135469923625576,2.135469923625576,2.439,424738391,8921,415770280,8959190,99,66,59,54,50,48,44,42,37,34,20,3
North America,North America,North America,2020-04-30,16.610405545454544,-74.5783499090909,1107058,168785,65558,541348571,North America,FALSE,168785,872715,872715,30852.600000000002,3.54,14990.600000000002,14990.600000000002,13685,13685,2177,2045.0003182884545,1612.1128728351257,1612.1128728351257,311.78617445727036,311.78617445727036,121.10127099605847,56.99211497502965,27.69121561050542,25.279460837442574,27.69121561050542,25.279460837442574,4.021438527081657,0.15246265326658584,0.15246265326658584,0.05921821620908751,2.5745904390005796,2.5745904390005796,2.439,454672307,11931,443747314,10913062,100,67,60,55,51,49,45,43,38,35,21,4
